pos genetic_dist
312205 0.312205
312489 0.312489
312678 0.312678
312824 0.312824
313218 0.313218
313769 0.313769
314053 0.314053
314069 0.314069
314172 0.314172
314245 0.314245
314434 0.314434
314567 0.314567
315514 0.315514
315524 0.315524
315665 0.315665
316310 0.316310
316364 0.316364
316532 0.316532
316682 0.316682
316721 0.316721
317628 0.317628
317795 0.317795
317851 0.317851
318080 0.318080
318572 0.318572
319091 0.319091
319357 0.319357
319467 0.319467
319607 0.319607
319767 0.319767
319899 0.319899
320069 0.320069
320133 0.320133
320463 0.320463
320493 0.320493
320773 0.320773
320786 0.320786
320970 0.320970
320978 0.320978
321068 0.321068
321111 0.321111
321453 0.321453
321530 0.321530
321629 0.321629
321918 0.321918
321945 0.321945
322105 0.322105
322656 0.322656
322883 0.322883
323017 0.323017
323133 0.323133
324264 0.324264
324280 0.324280
324823 0.324823
324958 0.324958
324970 0.324970
325076 0.325076
325845 0.325845
326221 0.326221
326397 0.326397
327717 0.327717
327877 0.327877
327885 0.327885
328066 0.328066
328525 0.328525
328641 0.328641
329400 0.329400
329834 0.329834
329936 0.329936
329942 0.329942
329952 0.329952
329959 0.329959
330063 0.330063
330163 0.330163
330231 0.330231
330259 0.330259
330276 0.330276
330313 0.330313
330451 0.330451
330478 0.330478
330566 0.330566
330633 0.330633
330723 0.330723
330735 0.330735
330900 0.330900
330909 0.330909
330954 0.330954
330959 0.330959
330970 0.330970
330988 0.330988
331014 0.331014
331022 0.331022
331039 0.331039
331071 0.331071
331084 0.331084
331126 0.331126
331153 0.331153
331167 0.331167
331173 0.331173
331218 0.331218
331225 0.331225
331413 0.331413
331419 0.331419
331443 0.331443
331445 0.331445
331450 0.331450
331453 0.331453
331462 0.331462
331477 0.331477
331489 0.331489
331499 0.331499
331513 0.331513
331525 0.331525
331768 0.331768
331794 0.331794
331811 0.331811
331868 0.331868
331914 0.331914
332035 0.332035
332047 0.332047
332061 0.332061
332212 0.332212
332255 0.332255
332285 0.332285
332410 0.332410
332419 0.332419
332469 0.332469
332738 0.332738
332769 0.332769
332864 0.332864
333004 0.333004
333209 0.333209
333214 0.333214
333225 0.333225
333379 0.333379
333422 0.333422
333467 0.333467
333517 0.333517
333576 0.333576
333595 0.333595
333808 0.333808
333813 0.333813
333952 0.333952
333984 0.333984
334001 0.334001
334134 0.334134
334228 0.334228
334304 0.334304
334345 0.334345
334378 0.334378
334432 0.334432
334537 0.334537
334650 0.334650
334690 0.334690
334797 0.334797
334892 0.334892
334899 0.334899
335143 0.335143
335186 0.335186
335319 0.335319
335446 0.335446
335495 0.335495
335518 0.335518
335889 0.335889
336166 0.336166
336773 0.336773
336951 0.336951
337763 0.337763
338001 0.338001
338069 0.338069
338385 0.338385
338470 0.338470
338519 0.338519
338683 0.338683
338953 0.338953
339310 0.339310
339448 0.339448
339464 0.339464
339514 0.339514
339534 0.339534
339561 0.339561
340017 0.340017
340883 0.340883
341065 0.341065
341158 0.341158
341561 0.341561
341692 0.341692
341768 0.341768
341801 0.341801
342453 0.342453
342573 0.342573
342643 0.342643
342664 0.342664
343022 0.343022
343182 0.343182
343239 0.343239
343257 0.343257
343278 0.343278
343405 0.343405
343596 0.343596
343985 0.343985
344054 0.344054
344310 0.344310
344522 0.344522
344563 0.344563
344659 0.344659
345341 0.345341
345347 0.345347
345571 0.345571
345601 0.345601
345872 0.345872
346088 0.346088
346101 0.346101
346108 0.346108
346159 0.346159
346173 0.346173
346231 0.346231
346787 0.346787
346951 0.346951
346992 0.346992
347089 0.347089
347100 0.347100
347482 0.347482
347491 0.347491
347975 0.347975
348089 0.348089
348142 0.348142
348171 0.348171
348239 0.348239
348417 0.348417
348475 0.348475
348561 0.348561
348666 0.348666
348701 0.348701
348708 0.348708
348747 0.348747
348795 0.348795
348832 0.348832
348895 0.348895
348920 0.348920
349033 0.349033
349084 0.349084
349171 0.349171
349249 0.349249
349283 0.349283
349511 0.349511
349543 0.349543
349559 0.349559
349761 0.349761
350147 0.350147
350181 0.350181
350297 0.350297
350463 0.350463
350560 0.350560
350604 0.350604
350748 0.350748
351146 0.351146
351923 0.351923
352252 0.352252
352322 0.352322
352474 0.352474
352497 0.352497
352642 0.352642
352935 0.352935
353698 0.353698
353779 0.353779
354031 0.354031
354096 0.354096
354421 0.354421
354568 0.354568
354650 0.354650
354863 0.354863
355265 0.355265
355501 0.355501
355601 0.355601
355710 0.355710
355859 0.355859
356131 0.356131
356599 0.356599
357122 0.357122
357690 0.357690
357724 0.357724
357897 0.357897
358024 0.358024
358189 0.358189
358389 0.358389
358432 0.358432
358929 0.358929
358968 0.358968
358978 0.358978
359014 0.359014
359456 0.359456
359855 0.359855
360271 0.360271
360398 0.360398
360504 0.360504
360788 0.360788
361374 0.361374
361452 0.361452
361684 0.361684
361899 0.361899
362004 0.362004
362088 0.362088
362288 0.362288
363220 0.363220
363404 0.363404
363441 0.363441
363535 0.363535
363550 0.363550
363649 0.363649
363796 0.363796
363879 0.363879
364012 0.364012
364029 0.364029
364081 0.364081
364240 0.364240
364392 0.364392
364546 0.364546
364702 0.364702
364741 0.364741
364782 0.364782
364827 0.364827
364870 0.364870
364875 0.364875
364887 0.364887
364913 0.364913
364924 0.364924
367739 0.367739
367811 0.367811
367880 0.367880
368013 0.368013
368286 0.368286
368512 0.368512
368671 0.368671
368956 0.368956
368974 0.368974
369428 0.369428
369614 0.369614
369938 0.369938
370162 0.370162
370240 0.370240
370462 0.370462
370474 0.370474
370622 0.370622
370903 0.370903
370999 0.370999
371594 0.371594
371837 0.371837
372068 0.372068
372944 0.372944
373888 0.373888
373960 0.373960
374012 0.374012
374067 0.374067
374093 0.374093
374109 0.374109
374138 0.374138
374144 0.374144
374169 0.374169
374227 0.374227
374260 0.374260
374515 0.374515
374524 0.374524
374530 0.374530
374637 0.374637
374997 0.374997
375155 0.375155
375880 0.375880
377791 0.377791
378537 0.378537
379914 0.379914
380466 0.380466
380840 0.380840
383132 0.383132
383211 0.383211
385463 0.385463
385729 0.385729
386304 0.386304
386397 0.386397
386450 0.386450
386754 0.386754
386795 0.386795
386870 0.386870
387084 0.387084
387105 0.387105
387237 0.387237
387472 0.387472
387645 0.387645
387972 0.387972
388076 0.388076
388081 0.388081
388109 0.388109
388143 0.388143
388166 0.388166
388332 0.388332
388339 0.388339
388370 0.388370
388390 0.388390
388856 0.388856
388948 0.388948
389408 0.389408
389466 0.389466
389683 0.389683
390615 0.390615
391098 0.391098
391125 0.391125
391222 0.391222
391296 0.391296
391309 0.391309
391431 0.391431
391735 0.391735
391985 0.391985
392187 0.392187
392195 0.392195
392273 0.392273
392330 0.392330
392345 0.392345
392352 0.392352
392361 0.392361
392380 0.392380
392438 0.392438
393004 0.393004
393028 0.393028
393036 0.393036
393430 0.393430
394054 0.394054
394367 0.394367
395135 0.395135
396157 0.396157
398921 0.398921
402835 0.402835
405584 0.405584
405614 0.405614
406462 0.406462
407508 0.407508
410370 0.410370
410748 0.410748
410829 0.410829
412522 0.412522
414612 0.414612
414738 0.414738
416445 0.416445
417684 0.417684
418500 0.418500
419361 0.419361
420272 0.420272
420635 0.420635
421183 0.421183
424521 0.424521
425130 0.425130
426830 0.426830
428891 0.428891
429535 0.429535
431332 0.431332
431740 0.431740
432902 0.432902
433231 0.433231
434181 0.434181
434509 0.434509
434588 0.434588
434667 0.434667
436471 0.436471
437983 0.437983
438096 0.438096
438216 0.438216
438923 0.438923
445476 0.445476
446987 0.446987
447328 0.447328
450374 0.450374
451754 0.451754
454712 0.454712
456651 0.456651
456683 0.456683
456896 0.456896
457030 0.457030
457134 0.457134
457236 0.457236
457296 0.457296
457347 0.457347
457369 0.457369
457391 0.457391
458952 0.458952
462060 0.462060
462852 0.462852
463554 0.463554
463566 0.463566
464339 0.464339
465299 0.465299
465675 0.465675
466487 0.466487
469168 0.469168
469380 0.469380
469905 0.469905
470908 0.470908
474275 0.474275
474317 0.474317
475032 0.475032
475069 0.475069
475161 0.475161
476200 0.476200
477250 0.477250
477594 0.477594
477613 0.477613
478765 0.478765
479705 0.479705
480786 0.480786
483594 0.483594
484946 0.484946
486652 0.486652
487344 0.487344
487352 0.487352
487454 0.487454
487962 0.487962
489481 0.489481
490355 0.490355
491083 0.491083
491690 0.491690
491784 0.491784
491869 0.491869
492073 0.492073
492128 0.492128
496164 0.496164
496572 0.496572
496979 0.496979
497071 0.497071
497077 0.497077
497121 0.497121
497190 0.497190
497231 0.497231
497283 0.497283
498679 0.498679
499466 0.499466
501018 0.501018
501053 0.501053
501693 0.501693
502947 0.502947
503898 0.503898
505960 0.505960
506413 0.506413
506539 0.506539
506594 0.506594
506850 0.506850
507498 0.507498
507579 0.507579
507593 0.507593
507671 0.507671
507710 0.507710
508523 0.508523
509144 0.509144
509327 0.509327
509771 0.509771
511483 0.511483
512234 0.512234
512481 0.512481
513588 0.513588
513723 0.513723
514845 0.514845
515372 0.515372
518296 0.518296
518394 0.518394
519111 0.519111
520535 0.520535
521142 0.521142
521220 0.521220
521225 0.521225
521346 0.521346
521406 0.521406
521408 0.521408
521417 0.521417
521538 0.521538
521760 0.521760
521787 0.521787
521937 0.521937
521961 0.521961
521997 0.521997
522025 0.522025
522034 0.522034
522064 0.522064
522115 0.522115
522177 0.522177
522260 0.522260
522464 0.522464
522480 0.522480
525762 0.525762
525793 0.525793
525824 0.525824
525829 0.525829
525834 0.525834
525869 0.525869
526235 0.526235
526443 0.526443
526566 0.526566
526578 0.526578
526593 0.526593
527045 0.527045
527083 0.527083
527121 0.527121
527137 0.527137
527179 0.527179
527335 0.527335
527453 0.527453
527509 0.527509
527601 0.527601
527641 0.527641
528052 0.528052
528077 0.528077
528094 0.528094
528296 0.528296
528700 0.528700
528977 0.528977
528994 0.528994
529397 0.529397
529450 0.529450
529501 0.529501
529562 0.529562
529774 0.529774
529800 0.529800
529806 0.529806
529947 0.529947
529964 0.529964
530127 0.530127
530133 0.530133
530195 0.530195
530232 0.530232
530340 0.530340
530399 0.530399
530565 0.530565
530615 0.530615
530622 0.530622
530629 0.530629
530634 0.530634
530683 0.530683
530696 0.530696
530798 0.530798
530813 0.530813
530883 0.530883
530918 0.530918
530954 0.530954
530971 0.530971
530990 0.530990
531000 0.531000
531078 0.531078
531121 0.531121
531214 0.531214
531376 0.531376
531602 0.531602
531776 0.531776
531840 0.531840
531892 0.531892
531970 0.531970
532233 0.532233
532399 0.532399
532474 0.532474
532508 0.532508
532619 0.532619
532904 0.532904
532908 0.532908
532946 0.532946
532974 0.532974
532976 0.532976
533000 0.533000
533136 0.533136
533241 0.533241
533308 0.533308
533389 0.533389
533575 0.533575
533615 0.533615
533677 0.533677
533799 0.533799
533860 0.533860
533899 0.533899
533924 0.533924
533940 0.533940
533968 0.533968
533977 0.533977
533987 0.533987
534015 0.534015
534061 0.534061
534090 0.534090
534128 0.534128
534159 0.534159
534180 0.534180
534209 0.534209
534424 0.534424
534494 0.534494
534630 0.534630
534655 0.534655
534675 0.534675
534739 0.534739
534987 0.534987
534991 0.534991
535146 0.535146
535177 0.535177
535329 0.535329
535334 0.535334
535382 0.535382
535464 0.535464
535482 0.535482
535534 0.535534
535665 0.535665
535675 0.535675
535733 0.535733
535827 0.535827
535880 0.535880
536008 0.536008
536169 0.536169
536203 0.536203
536325 0.536325
536369 0.536369
536376 0.536376
536433 0.536433
536492 0.536492
536541 0.536541
536546 0.536546
536553 0.536553
536611 0.536611
536652 0.536652
536794 0.536794
537060 0.537060
537083 0.537083
537127 0.537127
537133 0.537133
537172 0.537172
537256 0.537256
537667 0.537667
537776 0.537776
537845 0.537845
537934 0.537934
537995 0.537995
538010 0.538010
538071 0.538071
538129 0.538129
538231 0.538231
538257 0.538257
538401 0.538401
538414 0.538414
538461 0.538461
538474 0.538474
538487 0.538487
538586 0.538586
538616 0.538616
538649 0.538649
538689 0.538689
538809 0.538809
538925 0.538925
539023 0.539023
539262 0.539262
539637 0.539637
539648 0.539648
539658 0.539658
539688 0.539688
539693 0.539693
539708 0.539708
539808 0.539808
539954 0.539954
540047 0.540047
540136 0.540136
540211 0.540211
540399 0.540399
540405 0.540405
540509 0.540509
540541 0.540541
540552 0.540552
540576 0.540576
540616 0.540616
540647 0.540647
540675 0.540675
540686 0.540686
540698 0.540698
540720 0.540720
540726 0.540726
540767 0.540767
540812 0.540812
540820 0.540820
540838 0.540838
540892 0.540892
540929 0.540929
540945 0.540945
540950 0.540950
540952 0.540952
540972 0.540972
540980 0.540980
541002 0.541002
541020 0.541020
541022 0.541022
541195 0.541195
541253 0.541253
541341 0.541341
541359 0.541359
541470 0.541470
541502 0.541502
541551 0.541551
541788 0.541788
541808 0.541808
542010 0.542010
542098 0.542098
542180 0.542180
542215 0.542215
542689 0.542689
542704 0.542704
542756 0.542756
542831 0.542831
542853 0.542853
542909 0.542909
543015 0.543015
543052 0.543052
543170 0.543170
543183 0.543183
543197 0.543197
543211 0.543211
543397 0.543397
543624 0.543624
543697 0.543697
543754 0.543754
543760 0.543760
543871 0.543871
543989 0.543989
544054 0.544054
544169 0.544169
544202 0.544202
544258 0.544258
544272 0.544272
544366 0.544366
544378 0.544378
544395 0.544395
544404 0.544404
544420 0.544420
544528 0.544528
544564 0.544564
544755 0.544755
544894 0.544894
544917 0.544917
544939 0.544939
544953 0.544953
544975 0.544975
545003 0.545003
545016 0.545016
545035 0.545035
545100 0.545100
545122 0.545122
545452 0.545452
545463 0.545463
545515 0.545515
545526 0.545526
545547 0.545547
545581 0.545581
545726 0.545726
545753 0.545753
545793 0.545793
545825 0.545825
545842 0.545842
545869 0.545869
546224 0.546224
546230 0.546230
546268 0.546268
546311 0.546311
546369 0.546369
546387 0.546387
546442 0.546442
546461 0.546461
546536 0.546536
546547 0.546547
546617 0.546617
546717 0.546717
546753 0.546753
546765 0.546765
546828 0.546828
546931 0.546931
546939 0.546939
547300 0.547300
547436 0.547436
547461 0.547461
547477 0.547477
547511 0.547511
547593 0.547593
547645 0.547645
547693 0.547693
547824 0.547824
547927 0.547927
548011 0.548011
548062 0.548062
548063 0.548063
548088 0.548088
548098 0.548098
548122 0.548122
548128 0.548128
548171 0.548171
548238 0.548238
548415 0.548415
548489 0.548489
548558 0.548558
548576 0.548576
548633 0.548633
548779 0.548779
548809 0.548809
548864 0.548864
548882 0.548882
548895 0.548895
548945 0.548945
549038 0.549038
549110 0.549110
549173 0.549173
549183 0.549183
549193 0.549193
549255 0.549255
549287 0.549287
549312 0.549312
549484 0.549484
549496 0.549496
549591 0.549591
549627 0.549627
549632 0.549632
549658 0.549658
549719 0.549719
549770 0.549770
549829 0.549829
549874 0.549874
549909 0.549909
549928 0.549928
549951 0.549951
550004 0.550004
550058 0.550058
550077 0.550077
550142 0.550142
550151 0.550151
550158 0.550158
550221 0.550221
550281 0.550281
550301 0.550301
550676 0.550676
551930 0.551930
551939 0.551939
551947 0.551947
552053 0.552053
552093 0.552093
552145 0.552145
552393 0.552393
552404 0.552404
552438 0.552438
552444 0.552444
552474 0.552474
552512 0.552512
552522 0.552522
552530 0.552530
552542 0.552542
552548 0.552548
552554 0.552554
552559 0.552559
552659 0.552659
552704 0.552704
552746 0.552746
552752 0.552752
552763 0.552763
552769 0.552769
552799 0.552799
552886 0.552886
552930 0.552930
552957 0.552957
552964 0.552964
552970 0.552970
552990 0.552990
553021 0.553021
553029 0.553029
553062 0.553062
553099 0.553099
553137 0.553137
553434 0.553434
553475 0.553475
553542 0.553542
553601 0.553601
553611 0.553611
553728 0.553728
553770 0.553770
553790 0.553790
553798 0.553798
553965 0.553965
554023 0.554023
554398 0.554398
554411 0.554411
554433 0.554433
554480 0.554480
554485 0.554485
554563 0.554563
554569 0.554569
554598 0.554598
554605 0.554605
554611 0.554611
554612 0.554612
554618 0.554618
554669 0.554669
554675 0.554675
554697 0.554697
554890 0.554890
554995 0.554995
555026 0.555026
555056 0.555056
555118 0.555118
555335 0.555335
555372 0.555372
555434 0.555434
555462 0.555462
555489 0.555489
555500 0.555500
555553 0.555553
555559 0.555559
555809 0.555809
555861 0.555861
556002 0.556002
556057 0.556057
556063 0.556063
556084 0.556084
556222 0.556222
556754 0.556754
559804 0.559804
560091 0.560091
561525 0.561525
562121 0.562121
563542 0.563542
564003 0.564003
564819 0.564819
565854 0.565854
566410 0.566410
568060 0.568060
568192 0.568192
568201 0.568201
568243 0.568243
568564 0.568564
570307 0.570307
570361 0.570361
570370 0.570370
570380 0.570380
570541 0.570541
570553 0.570553
570621 0.570621
570710 0.570710
570907 0.570907
571517 0.571517
571741 0.571741
571871 0.571871
571981 0.571981
572164 0.572164
572186 0.572186
572191 0.572191
572212 0.572212
572295 0.572295
572371 0.572371
572379 0.572379
572402 0.572402
572409 0.572409
572432 0.572432
572547 0.572547
572563 0.572563
572583 0.572583
572593 0.572593
572601 0.572601
572651 0.572651
572703 0.572703
572738 0.572738
572756 0.572756
572764 0.572764
572774 0.572774
572794 0.572794
572874 0.572874
573065 0.573065
573143 0.573143
573158 0.573158
573164 0.573164
573177 0.573177
573257 0.573257
573274 0.573274
573290 0.573290
573313 0.573313
573347 0.573347
573358 0.573358
573365 0.573365
573450 0.573450
573457 0.573457
573473 0.573473
573496 0.573496
573497 0.573497
573562 0.573562
573697 0.573697
573725 0.573725
573847 0.573847
574031 0.574031
574084 0.574084
574259 0.574259
574330 0.574330
574433 0.574433
574739 0.574739
574838 0.574838
574929 0.574929
575178 0.575178
575210 0.575210
575296 0.575296
575435 0.575435
575476 0.575476
575633 0.575633
575649 0.575649
575744 0.575744
575753 0.575753
575938 0.575938
575953 0.575953
575986 0.575986
576140 0.576140
576188 0.576188
576747 0.576747
576856 0.576856
576868 0.576868
576904 0.576904
576930 0.576930
576957 0.576957
577143 0.577143
577173 0.577173
577403 0.577403
577516 0.577516
577598 0.577598
581254 0.581254
581268 0.581268
581293 0.581293
581309 0.581309
581720 0.581720
581884 0.581884
582023 0.582023
582060 0.582060
582170 0.582170
582177 0.582177
582186 0.582186
582267 0.582267
582295 0.582295
582341 0.582341
583025 0.583025
583084 0.583084
583119 0.583119
584088 0.584088
584106 0.584106
584152 0.584152
584223 0.584223
584455 0.584455
585140 0.585140
585343 0.585343
585720 0.585720
585832 0.585832
586978 0.586978
587447 0.587447
587738 0.587738
587823 0.587823
588028 0.588028
588440 0.588440
588458 0.588458
588563 0.588563
588680 0.588680
588691 0.588691
588725 0.588725
588815 0.588815
588889 0.588889
588958 0.588958
589079 0.589079
589813 0.589813
589877 0.589877
589983 0.589983
590065 0.590065
590107 0.590107
590407 0.590407
590577 0.590577
590600 0.590600
590639 0.590639
590688 0.590688
590707 0.590707
590803 0.590803
590811 0.590811
590868 0.590868
590905 0.590905
590999 0.590999
591036 0.591036
591064 0.591064
591083 0.591083
591124 0.591124
591225 0.591225
591243 0.591243
591251 0.591251
591269 0.591269
591280 0.591280
591289 0.591289
591357 0.591357
591386 0.591386
591399 0.591399
591421 0.591421
591478 0.591478
591658 0.591658
591666 0.591666
591671 0.591671
591722 0.591722
591763 0.591763
591862 0.591862
591936 0.591936
591954 0.591954
592033 0.592033
592043 0.592043
592093 0.592093
592291 0.592291
592387 0.592387
592393 0.592393
592425 0.592425
592434 0.592434
592445 0.592445
592496 0.592496
592503 0.592503
592510 0.592510
592546 0.592546
592564 0.592564
592782 0.592782
592797 0.592797
592799 0.592799
592805 0.592805
592840 0.592840
592879 0.592879
592885 0.592885
592892 0.592892
592928 0.592928
592967 0.592967
592986 0.592986
592995 0.592995
593161 0.593161
593185 0.593185
593197 0.593197
593206 0.593206
593263 0.593263
593360 0.593360
593541 0.593541
593544 0.593544
593579 0.593579
593625 0.593625
593635 0.593635
593661 0.593661
593681 0.593681
593687 0.593687
593704 0.593704
593748 0.593748
593789 0.593789
593911 0.593911
593938 0.593938
594115 0.594115
594156 0.594156
594166 0.594166
594465 0.594465
594476 0.594476
594546 0.594546
594573 0.594573
594741 0.594741
594930 0.594930
595087 0.595087
595190 0.595190
595284 0.595284
595307 0.595307
595413 0.595413
595439 0.595439
595479 0.595479
595697 0.595697
595708 0.595708
596091 0.596091
596102 0.596102
596375 0.596375
596403 0.596403
596587 0.596587
596619 0.596619
596889 0.596889
597408 0.597408
597421 0.597421
597443 0.597443
597448 0.597448
597460 0.597460
597487 0.597487
597526 0.597526
597600 0.597600
597787 0.597787
597815 0.597815
597860 0.597860
598016 0.598016
598036 0.598036
598094 0.598094
598100 0.598100
598194 0.598194
598227 0.598227
598315 0.598315
598337 0.598337
598348 0.598348
598383 0.598383
598411 0.598411
598503 0.598503
598556 0.598556
598908 0.598908
598931 0.598931
598971 0.598971
598989 0.598989
599051 0.599051
599258 0.599258
599276 0.599276
599287 0.599287
599295 0.599295
599309 0.599309
599318 0.599318
599347 0.599347
599371 0.599371
599379 0.599379
599390 0.599390
599404 0.599404
599436 0.599436
599470 0.599470
599488 0.599488
599538 0.599538
599552 0.599552
599578 0.599578
599609 0.599609
599616 0.599616
599623 0.599623
599634 0.599634
599653 0.599653
599656 0.599656
599688 0.599688
599766 0.599766
599807 0.599807
599818 0.599818
599831 0.599831
599915 0.599915
599963 0.599963
599974 0.599974
599986 0.599986
600025 0.600025
600177 0.600177
600217 0.600217
600225 0.600225
600233 0.600233
600307 0.600307
600314 0.600314
600319 0.600319
600374 0.600374
600461 0.600461
600493 0.600493
600587 0.600587
600598 0.600598
600647 0.600647
600704 0.600704
600715 0.600715
600757 0.600757
600797 0.600797
600868 0.600868
600895 0.600895
600946 0.600946
600996 0.600996
601044 0.601044
601071 0.601071
601085 0.601085
601178 0.601178
601204 0.601204
601224 0.601224
601238 0.601238
601252 0.601252
601315 0.601315
601334 0.601334
601443 0.601443
601458 0.601458
601467 0.601467
601492 0.601492
