physical_position NN DD 
288317 0.4537 0.5463
288433 0.4536 0.5464
288456 0.4536 0.5464
288606 0.4535 0.5465
288792 0.4532 0.5468
289176 0.4532 0.5468
289568 0.4530 0.5470
290383 0.4529 0.5471
290619 0.4529 0.5471
290828 0.4527 0.5473
291066 0.4526 0.5474
291124 0.4526 0.5474
291263 0.4524 0.5476
291783 0.4520 0.5480
292010 0.4527 0.5473
292440 0.4543 0.5457
292550 0.4548 0.5452
292594 0.4551 0.5449
293062 0.4538 0.5462
293069 0.4538 0.5462
293165 0.4542 0.5458
293525 0.4536 0.5464
293561 0.4536 0.5464
294153 0.4525 0.5475
294265 0.4522 0.5478
294326 0.4520 0.5480
294611 0.4514 0.5486
295038 0.4507 0.5493
295107 0.4507 0.5493
295360 0.4500 0.5500
295462 0.4498 0.5502
295569 0.4496 0.5504
295750 0.4493 0.5507
296135 0.4484 0.5516
296644 0.4473 0.5527
297335 0.4455 0.5545
297535 0.4451 0.5549
297701 0.4445 0.5555
297908 0.4442 0.5558
297941 0.4441 0.5559
298063 0.4448 0.5552
298074 0.4448 0.5552
298113 0.4450 0.5550
298130 0.4451 0.5549
298208 0.4454 0.5546
298399 0.4465 0.5535
298450 0.4463 0.5537
298528 0.4462 0.5538
298535 0.4461 0.5539
298675 0.4460 0.5540
299101 0.4454 0.5546
299145 0.4453 0.5547
299261 0.4451 0.5549
299355 0.4451 0.5549
299485 0.4449 0.5551
299849 0.4467 0.5533
299955 0.4466 0.5534
300154 0.4463 0.5537
300316 0.4460 0.5540
300559 0.4459 0.5541
300641 0.4457 0.5543
300688 0.4457 0.5543
300903 0.4455 0.5545
301125 0.4455 0.5545
301180 0.4455 0.5545
301358 0.4455 0.5545
301523 0.4454 0.5546
301552 0.4454 0.5546
301564 0.4454 0.5546
301649 0.4453 0.5547
301865 0.4452 0.5548
301979 0.4452 0.5548
302624 0.4449 0.5551
302901 0.4438 0.5562
302947 0.4444 0.5556
303210 0.4480 0.5520
303271 0.4488 0.5512
303560 0.4483 0.5517
303842 0.4505 0.5495
303949 0.4515 0.5485
303969 0.4516 0.5484
304338 0.4489 0.5511
304699 0.4464 0.5536
304753 0.4442 0.5558
304786 0.4438 0.5562
304795 0.4436 0.5564
304870 0.4413 0.5587
305386 0.4420 0.5580
305912 0.4427 0.5573
306616 0.4434 0.5566
306722 0.4433 0.5567
306842 0.4434 0.5566
306990 0.4436 0.5564
307489 0.4445 0.5555
307638 0.4446 0.5554
307670 0.4447 0.5553
308203 0.4442 0.5558
308475 0.4438 0.5562
308527 0.4439 0.5561
309535 0.4430 0.5570
309972 0.4427 0.5573
310518 0.4424 0.5576
310773 0.4421 0.5579
311233 0.4419 0.5581
311715 0.4395 0.5605
311818 0.4395 0.5605
312205 0.4393 0.5607
312489 0.4391 0.5609
312678 0.4391 0.5609
312824 0.4393 0.5607
313218 0.4391 0.5609
313769 0.4388 0.5612
314053 0.4388 0.5612
314069 0.4388 0.5612
314172 0.4382 0.5618
314245 0.4378 0.5622
314434 0.4375 0.5625
314567 0.4373 0.5627
315514 0.4407 0.5593
315524 0.4407 0.5593
315665 0.4405 0.5595
316310 0.4392 0.5608
316364 0.4390 0.5610
316532 0.4387 0.5613
316682 0.4384 0.5616
316721 0.4383 0.5617
317628 0.4366 0.5634
317795 0.4363 0.5637
317851 0.4362 0.5638
318080 0.4362 0.5638
318572 0.4352 0.5648
319091 0.4346 0.5654
319357 0.4341 0.5659
319467 0.4341 0.5659
319607 0.4339 0.5661
319767 0.4335 0.5665
319899 0.4334 0.5666
320069 0.4330 0.5670
320133 0.4331 0.5669
320463 0.4326 0.5674
320493 0.4346 0.5654
320773 0.4343 0.5657
320786 0.4344 0.5656
320970 0.4342 0.5658
320978 0.4342 0.5658
321068 0.4343 0.5657
321111 0.4343 0.5657
321453 0.4342 0.5658
321530 0.4341 0.5659
321629 0.4340 0.5660
321918 0.4346 0.5654
321945 0.4347 0.5653
322105 0.4346 0.5654
322656 0.4344 0.5656
322883 0.4344 0.5656
323017 0.4342 0.5658
323133 0.4338 0.5662
324264 0.4318 0.5682
324280 0.4316 0.5684
324823 0.4307 0.5693
324958 0.4339 0.5661
324970 0.4400 0.5600
325076 0.4423 0.5577
325845 0.4407 0.5593
326221 0.4398 0.5602
326397 0.4395 0.5605
327717 0.4364 0.5636
327877 0.4360 0.5640
327885 0.4360 0.5640
328066 0.4385 0.5615
328525 0.4433 0.5567
328641 0.4437 0.5563
329400 0.4415 0.5585
329834 0.4405 0.5595
329936 0.4402 0.5598
329942 0.4402 0.5598
329952 0.4402 0.5598
329959 0.4402 0.5598
330063 0.4399 0.5601
330163 0.4395 0.5605
330231 0.4393 0.5607
330259 0.4391 0.5609
330276 0.4392 0.5608
330313 0.4391 0.5609
330451 0.4386 0.5614
330478 0.4387 0.5613
330566 0.4384 0.5616
330633 0.4382 0.5618
330723 0.4376 0.5624
330735 0.4376 0.5624
330900 0.4362 0.5638
330909 0.4362 0.5638
330954 0.4359 0.5641
330959 0.4359 0.5641
330970 0.4357 0.5643
330988 0.4357 0.5643
331014 0.4355 0.5645
331022 0.4354 0.5646
331039 0.4353 0.5647
331071 0.4351 0.5649
331084 0.4349 0.5651
331126 0.4346 0.5654
331153 0.4343 0.5657
331167 0.4340 0.5660
331173 0.4340 0.5660
331218 0.4338 0.5662
331225 0.4339 0.5661
331413 0.4348 0.5652
331419 0.4384 0.5616
331443 0.4337 0.5663
331445 0.4349 0.5651
331450 0.4441 0.5559
331453 0.4456 0.5544
331462 0.4457 0.5543
331477 0.4460 0.5540
331489 0.4452 0.5548
331499 0.4446 0.5554
331513 0.4449 0.5551
331525 0.4449 0.5551
331768 0.4478 0.5522
331794 0.4479 0.5521
331811 0.4480 0.5520
331868 0.4479 0.5521
331914 0.4479 0.5521
332035 0.4479 0.5521
332047 0.4479 0.5521
332061 0.4479 0.5521
332212 0.4478 0.5522
332255 0.4476 0.5524
332285 0.4476 0.5524
332410 0.4484 0.5516
332419 0.4484 0.5516
332469 0.4485 0.5515
332738 0.4486 0.5514
332769 0.4487 0.5513
332864 0.4486 0.5514
333004 0.4486 0.5514
333209 0.4466 0.5534
333214 0.4466 0.5534
333225 0.4466 0.5534
333379 0.4479 0.5521
333422 0.4434 0.5566
333467 0.4434 0.5566
333517 0.4434 0.5566
333576 0.4435 0.5565
333595 0.4435 0.5565
333808 0.4435 0.5565
333813 0.4435 0.5565
333952 0.4435 0.5565
333984 0.4436 0.5564
334001 0.4435 0.5565
334134 0.4434 0.5566
334228 0.4435 0.5565
334304 0.4435 0.5565
334345 0.4435 0.5565
334378 0.4437 0.5563
334432 0.4438 0.5562
334537 0.4438 0.5562
334650 0.4440 0.5560
334690 0.4441 0.5559
334797 0.4442 0.5558
334892 0.4442 0.5558
334899 0.4442 0.5558
335143 0.4443 0.5557
335186 0.4443 0.5557
335319 0.4445 0.5555
335446 0.4448 0.5552
335495 0.4449 0.5551
335518 0.4449 0.5551
335889 0.4454 0.5546
336166 0.4457 0.5543
336773 0.4467 0.5533
336951 0.4469 0.5531
337763 0.4485 0.5515
338001 0.4486 0.5514
338069 0.4488 0.5512
338385 0.4491 0.5509
338470 0.4493 0.5507
338519 0.4496 0.5504
338683 0.4498 0.5502
338953 0.4501 0.5499
339310 0.4505 0.5495
339448 0.4509 0.5491
339464 0.4509 0.5491
339514 0.4509 0.5491
339534 0.4509 0.5491
339561 0.4510 0.5490
340017 0.4513 0.5487
340883 0.4520 0.5480
341065 0.4521 0.5479
341158 0.4498 0.5502
341561 0.4503 0.5497
341692 0.4502 0.5498
341768 0.4504 0.5496
341801 0.4502 0.5498
342453 0.4472 0.5528
342573 0.4467 0.5533
342643 0.4464 0.5536
342664 0.4462 0.5538
343022 0.4437 0.5563
343182 0.4426 0.5574
343239 0.4422 0.5578
343257 0.4421 0.5579
343278 0.4421 0.5579
343405 0.4423 0.5577
343596 0.4424 0.5576
343985 0.4484 0.5516
344054 0.4483 0.5517
344310 0.4485 0.5515
344522 0.4487 0.5513
344563 0.4487 0.5513
344659 0.4487 0.5513
345341 0.4493 0.5507
345347 0.4493 0.5507
345571 0.4496 0.5504
345601 0.4497 0.5503
345872 0.4495 0.5505
346088 0.4492 0.5508
346101 0.4492 0.5508
346108 0.4492 0.5508
346159 0.4492 0.5508
346173 0.4491 0.5509
346231 0.4491 0.5509
346787 0.4485 0.5515
346951 0.4485 0.5515
346992 0.4485 0.5515
347089 0.4482 0.5518
347100 0.4483 0.5517
347482 0.4541 0.5459
347491 0.4542 0.5458
347975 0.4538 0.5462
348089 0.4537 0.5463
348142 0.4538 0.5462
348171 0.4538 0.5462
348239 0.4541 0.5459
348417 0.4541 0.5459
348475 0.4543 0.5457
348561 0.4543 0.5457
348666 0.4546 0.5454
348701 0.4546 0.5454
348708 0.4519 0.5481
348747 0.4470 0.5530
348795 0.4471 0.5529
348832 0.4471 0.5529
348895 0.4473 0.5527
348920 0.4473 0.5527
349033 0.4476 0.5524
349084 0.4477 0.5523
349171 0.4479 0.5521
349249 0.4480 0.5520
349283 0.4481 0.5519
349511 0.4484 0.5516
349543 0.4484 0.5516
349559 0.4485 0.5515
349761 0.4490 0.5510
350147 0.4496 0.5504
350181 0.4496 0.5504
350297 0.4498 0.5502
350463 0.4500 0.5500
350560 0.4502 0.5498
350604 0.4502 0.5498
350748 0.4505 0.5495
351146 0.4515 0.5485
351923 0.4530 0.5470
352252 0.4538 0.5462
352322 0.4539 0.5461
352474 0.4542 0.5458
352497 0.4542 0.5458
352642 0.4546 0.5454
352935 0.4557 0.5443
353698 0.4573 0.5427
353779 0.4574 0.5426
354031 0.4579 0.5421
354096 0.4579 0.5421
354421 0.4584 0.5416
354568 0.4588 0.5412
354650 0.4591 0.5409
354863 0.4597 0.5403
355265 0.4605 0.5395
355501 0.4614 0.5386
355601 0.4618 0.5382
355710 0.4621 0.5379
355859 0.4624 0.5376
356131 0.4614 0.5386
356599 0.4629 0.5371
357122 0.4643 0.5357
357690 0.4659 0.5341
357724 0.4660 0.5340
357897 0.4665 0.5335
358024 0.4668 0.5332
358189 0.4674 0.5326
358389 0.4680 0.5320
358432 0.4682 0.5318
358929 0.4695 0.5305
358968 0.4695 0.5305
358978 0.4695 0.5305
359014 0.4698 0.5302
359456 0.4707 0.5293
359855 0.4717 0.5283
360271 0.4727 0.5273
360398 0.4732 0.5268
360504 0.4737 0.5263
360788 0.4747 0.5253
361374 0.4767 0.5233
361452 0.4767 0.5233
361684 0.4774 0.5226
361899 0.4770 0.5230
362004 0.4770 0.5230
362088 0.4768 0.5232
362288 0.4762 0.5238
363220 0.4754 0.5246
363404 0.4754 0.5246
363441 0.4752 0.5248
363535 0.4754 0.5246
363550 0.4755 0.5245
363649 0.4752 0.5248
363796 0.4731 0.5269
363879 0.4718 0.5282
364012 0.4696 0.5304
364029 0.4694 0.5306
364081 0.4692 0.5308
364240 0.4688 0.5312
364392 0.4684 0.5316
364546 0.4684 0.5316
364702 0.4684 0.5316
364741 0.4684 0.5316
364782 0.4686 0.5314
364827 0.4687 0.5313
364870 0.4687 0.5313
364875 0.4687 0.5313
364887 0.4688 0.5312
364913 0.4689 0.5311
364924 0.4688 0.5312
367739 0.4680 0.5320
367811 0.4680 0.5320
367880 0.4679 0.5321
368013 0.4681 0.5319
368286 0.4631 0.5369
368512 0.4636 0.5364
368671 0.4640 0.5360
368956 0.4641 0.5359
368974 0.4641 0.5359
369428 0.4651 0.5349
369614 0.4629 0.5371
369938 0.4591 0.5409
370162 0.4592 0.5408
370240 0.4594 0.5406
370462 0.4596 0.5404
370474 0.4596 0.5404
370622 0.4598 0.5402
370903 0.4600 0.5400
370999 0.4601 0.5399
371594 0.4606 0.5394
371837 0.4609 0.5391
372068 0.4609 0.5391
372944 0.4615 0.5385
373888 0.4635 0.5365
373960 0.4638 0.5362
374012 0.4638 0.5362
374067 0.4640 0.5360
374093 0.4641 0.5359
374109 0.4641 0.5359
374138 0.4641 0.5359
374144 0.4641 0.5359
374169 0.4641 0.5359
374227 0.4643 0.5357
374260 0.4642 0.5358
374515 0.4645 0.5355
374524 0.4645 0.5355
374530 0.4645 0.5355
374637 0.4645 0.5355
374997 0.4643 0.5357
375155 0.4645 0.5355
375880 0.4642 0.5358
377791 0.4627 0.5373
378537 0.4624 0.5376
379914 0.4617 0.5383
380466 0.4615 0.5385
380840 0.4612 0.5388
383132 0.4601 0.5399
383211 0.4600 0.5400
385463 0.4566 0.5434
385729 0.4568 0.5432
386304 0.4576 0.5424
386397 0.4577 0.5423
386450 0.4579 0.5421
386754 0.4588 0.5412
386795 0.4589 0.5411
386870 0.4588 0.5412
387084 0.4593 0.5407
387105 0.4595 0.5405
387237 0.4598 0.5402
387472 0.4598 0.5402
387645 0.4601 0.5399
387972 0.4600 0.5400
388076 0.4602 0.5398
388081 0.4602 0.5398
388109 0.4597 0.5403
388143 0.4574 0.5426
388166 0.4576 0.5424
388332 0.4571 0.5429
388339 0.4570 0.5430
388370 0.4572 0.5428
388390 0.4571 0.5429
388856 0.4579 0.5421
388948 0.4580 0.5420
389408 0.4583 0.5417
389466 0.4584 0.5416
389683 0.4582 0.5418
390615 0.4591 0.5409
391098 0.4593 0.5407
391125 0.4595 0.5405
391222 0.4593 0.5407
391296 0.4593 0.5407
391309 0.4593 0.5407
391431 0.4595 0.5405
391735 0.4599 0.5401
391985 0.4602 0.5398
392187 0.4607 0.5393
392195 0.4607 0.5393
392273 0.4609 0.5391
392330 0.4609 0.5391
392345 0.4610 0.5390
392352 0.4610 0.5390
392361 0.4611 0.5389
392380 0.4612 0.5388
392438 0.4612 0.5388
393004 0.4617 0.5383
393028 0.4618 0.5382
393036 0.4618 0.5382
393430 0.4620 0.5380
394054 0.4621 0.5379
394367 0.4620 0.5380
395135 0.4622 0.5378
396157 0.4624 0.5376
398921 0.4631 0.5369
402835 0.4643 0.5357
405584 0.4634 0.5366
405614 0.4635 0.5365
406462 0.4635 0.5365
407508 0.4634 0.5366
410370 0.4624 0.5376
410748 0.4618 0.5382
410829 0.4619 0.5381
412522 0.4621 0.5379
414612 0.4622 0.5378
414738 0.4623 0.5377
416445 0.4623 0.5377
417684 0.4623 0.5377
418500 0.4625 0.5375
419361 0.4627 0.5373
420272 0.4627 0.5373
420635 0.4626 0.5374
421183 0.4629 0.5371
424521 0.4627 0.5373
425130 0.4628 0.5372
426830 0.4629 0.5371
428891 0.4617 0.5383
429535 0.4616 0.5384
431332 0.4615 0.5385
431740 0.4616 0.5384
432902 0.4621 0.5379
433231 0.4621 0.5379
434181 0.4627 0.5373
434509 0.4630 0.5370
434588 0.4630 0.5370
434667 0.4632 0.5368
436471 0.4645 0.5355
437983 0.4654 0.5346
438096 0.4655 0.5345
438216 0.4655 0.5345
438923 0.4659 0.5341
445476 0.4767 0.5233
446987 0.4778 0.5222
447328 0.4780 0.5220
450374 0.4829 0.5171
451754 0.4840 0.5160
454712 0.4867 0.5133
456651 0.4999 0.5001
456683 0.4996 0.5004
456896 0.5001 0.4999
457030 0.5002 0.4998
457134 0.5008 0.4992
457236 0.5009 0.4991
457296 0.5005 0.4995
457347 0.5024 0.4976
457369 0.5035 0.4965
457391 0.5045 0.4955
458952 0.5043 0.4957
462060 0.5040 0.4960
462852 0.5035 0.4965
463554 0.5023 0.4977
463566 0.5023 0.4977
464339 0.5009 0.4991
465299 0.4986 0.5014
465675 0.4979 0.5021
466487 0.4966 0.5034
469168 0.4849 0.5151
469380 0.4848 0.5152
469905 0.4839 0.5161
470908 0.4826 0.5174
474275 0.4697 0.5303
474317 0.4696 0.5304
475032 0.4685 0.5315
475069 0.4685 0.5315
475161 0.4686 0.5314
476200 0.4672 0.5328
477250 0.4658 0.5342
477594 0.4657 0.5343
477613 0.4657 0.5343
478765 0.4626 0.5374
479705 0.4614 0.5386
480786 0.4598 0.5402
483594 0.4549 0.5451
484946 0.4447 0.5553
486652 0.4366 0.5634
487344 0.4340 0.5660
487352 0.4340 0.5660
487454 0.4335 0.5665
487962 0.4318 0.5682
489481 0.4250 0.5750
490355 0.4213 0.5787
491083 0.4200 0.5800
491690 0.4198 0.5802
491784 0.4196 0.5804
491869 0.4192 0.5808
492073 0.4340 0.5660
492128 0.4337 0.5663
496164 0.4476 0.5524
496572 0.4468 0.5532
496979 0.4538 0.5462
497071 0.4540 0.5460
497077 0.4540 0.5460
497121 0.4548 0.5452
497190 0.4558 0.5442
497231 0.4562 0.5438
497283 0.4563 0.5437
498679 0.4680 0.5320
499466 0.4738 0.5262
501018 0.4855 0.5145
501053 0.4858 0.5142
501693 0.4885 0.5115
502947 0.4916 0.5084
503898 0.4938 0.5062
505960 0.4869 0.5131
506413 0.4868 0.5132
506539 0.4866 0.5134
506594 0.4866 0.5134
506850 0.4868 0.5132
507498 0.4871 0.5129
507579 0.4870 0.5130
507593 0.4840 0.5160
507671 0.4809 0.5191
507710 0.4807 0.5193
508523 0.4827 0.5173
509144 0.4819 0.5181
509327 0.4817 0.5183
509771 0.4765 0.5235
511483 0.4746 0.5254
512234 0.4743 0.5257
512481 0.4741 0.5259
513588 0.4734 0.5266
513723 0.4733 0.5267
514845 0.4734 0.5266
515372 0.4732 0.5268
518296 0.4726 0.5274
518394 0.4724 0.5276
519111 0.4684 0.5316
520535 0.4702 0.5298
521142 0.4720 0.5280
521220 0.4723 0.5277
521225 0.4723 0.5277
521346 0.4726 0.5274
521406 0.4727 0.5273
521408 0.4727 0.5273
521417 0.4727 0.5273
521538 0.4732 0.5268
521760 0.4741 0.5259
521787 0.4743 0.5257
521937 0.4741 0.5259
521961 0.4741 0.5259
521997 0.4741 0.5259
522025 0.4742 0.5258
522034 0.4742 0.5258
522064 0.4742 0.5258
522115 0.4741 0.5259
522177 0.4742 0.5258
522260 0.4743 0.5257
522464 0.4741 0.5259
522480 0.4741 0.5259
525762 0.4710 0.5290
525793 0.4710 0.5290
525824 0.4710 0.5290
525829 0.4710 0.5290
525834 0.4710 0.5290
525869 0.4712 0.5288
526235 0.4707 0.5293
526443 0.4709 0.5291
526566 0.4710 0.5290
526578 0.4710 0.5290
526593 0.4709 0.5291
527045 0.4707 0.5293
527083 0.4707 0.5293
527121 0.4697 0.5303
527137 0.4697 0.5303
527179 0.4698 0.5302
527335 0.4699 0.5301
527453 0.4698 0.5302
527509 0.4698 0.5302
527601 0.4697 0.5303
527641 0.4697 0.5303
528052 0.4696 0.5304
528077 0.4697 0.5303
528094 0.4697 0.5303
528296 0.4696 0.5304
528700 0.4694 0.5306
528977 0.4695 0.5305
528994 0.4695 0.5305
529397 0.4695 0.5305
529450 0.4696 0.5304
529501 0.4696 0.5304
529562 0.4697 0.5303
529774 0.4698 0.5302
529800 0.4698 0.5302
529806 0.4698 0.5302
529947 0.4814 0.5186
529964 0.4812 0.5188
530127 0.4788 0.5212
530133 0.4788 0.5212
530195 0.4780 0.5220
530232 0.4774 0.5226
530340 0.4757 0.5243
530399 0.4755 0.5245
530565 0.4710 0.5290
530615 0.4711 0.5289
530622 0.4711 0.5289
530629 0.4711 0.5289
530634 0.4711 0.5289
530683 0.4713 0.5287
530696 0.4714 0.5286
530798 0.4716 0.5284
530813 0.4716 0.5284
530883 0.4716 0.5284
530918 0.4717 0.5283
530954 0.4718 0.5282
530971 0.4718 0.5282
530990 0.4718 0.5282
531000 0.4718 0.5282
531078 0.4721 0.5279
531121 0.4721 0.5279
531214 0.4723 0.5277
531376 0.4724 0.5276
531602 0.4725 0.5275
531776 0.4726 0.5274
531840 0.4726 0.5274
531892 0.4720 0.5280
531970 0.4719 0.5281
532233 0.4721 0.5279
532399 0.4720 0.5280
532474 0.4720 0.5280
532508 0.4720 0.5280
532619 0.4720 0.5280
532904 0.4723 0.5277
532908 0.4723 0.5277
532946 0.4723 0.5277
532974 0.4722 0.5278
532976 0.4722 0.5278
533000 0.4722 0.5278
533136 0.4720 0.5280
533241 0.4721 0.5279
533308 0.4721 0.5279
533389 0.4721 0.5279
533575 0.4717 0.5283
533615 0.4717 0.5283
533677 0.4718 0.5282
533799 0.4717 0.5283
533860 0.4718 0.5282
533899 0.4716 0.5284
533924 0.4715 0.5285
533940 0.4715 0.5285
533968 0.4715 0.5285
533977 0.4715 0.5285
533987 0.4715 0.5285
534015 0.4715 0.5285
534061 0.4715 0.5285
534090 0.4715 0.5285
534128 0.4715 0.5285
534159 0.4715 0.5285
534180 0.4715 0.5285
534209 0.4715 0.5285
534424 0.4710 0.5290
534494 0.4712 0.5288
534630 0.4711 0.5289
534655 0.4709 0.5291
534675 0.4709 0.5291
534739 0.4707 0.5293
534987 0.4701 0.5299
534991 0.4701 0.5299
535146 0.4693 0.5307
