physical_position NN DD 
241737 0.0000 1.0000
242217 0.0000 1.0000
242284 0.0000 1.0000
242970 0.0000 1.0000
243115 0.0000 1.0000
243504 0.0000 1.0000
243758 0.0000 1.0000
243935 0.0000 1.0000
243953 0.0000 1.0000
243972 0.0000 1.0000
243980 0.0000 1.0000
244087 0.0000 1.0000
244105 0.0000 1.0000
244197 0.0000 1.0000
244240 0.0000 1.0000
244861 0.0000 1.0000
244891 0.0000 1.0000
244946 0.0000 1.0000
245112 0.0000 1.0000
246746 0.0000 1.0000
247807 0.0000 1.0000
248315 0.0000 1.0000
248661 0.0000 1.0000
248756 0.0000 1.0000
248874 0.0000 1.0000
248903 0.0000 1.0000
249005 0.0000 1.0000
249644 0.0000 1.0000
249777 0.0000 1.0000
250095 0.0000 1.0000
250450 0.0000 1.0000
250920 0.0000 1.0000
251543 0.0000 1.0000
253751 0.0000 1.0000
254251 0.0000 1.0000
254939 0.0000 1.0000
256730 0.0000 1.0000
257005 0.0000 1.0000
257411 0.0000 1.0000
258065 0.0000 1.0000
258328 0.0000 1.0000
258352 0.0000 1.0000
258364 0.0000 1.0000
258407 0.0000 1.0000
258417 0.0000 1.0000
258597 0.0000 1.0000
258747 0.0000 1.0000
258788 0.0000 1.0000
258879 0.0000 1.0000
259269 0.0000 1.0000
260052 0.0000 1.0000
260190 0.0000 1.0000
260263 0.0000 1.0000
260272 0.0000 1.0000
260290 0.0000 1.0000
260522 0.0000 1.0000
261034 0.0000 1.0000
261228 0.0000 1.0000
261334 0.0000 1.0000
261431 0.0000 1.0000
261475 0.0000 1.0000
261610 0.0000 1.0000
261640 0.0000 1.0000
261645 0.0000 1.0000
261840 0.0000 1.0000
262117 0.0000 1.0000
262124 0.0000 1.0000
262131 0.0000 1.0000
262874 0.0000 1.0000
263215 0.0000 1.0000
263297 0.0000 1.0000
263322 0.0000 1.0000
263329 0.0000 1.0000
263388 0.0000 1.0000
263510 0.0000 1.0000
263640 0.0000 1.0000
263703 0.0000 1.0000
263717 0.0000 1.0000
263729 0.0000 1.0000
263766 0.0000 1.0000
264009 0.0000 1.0000
264080 0.0000 1.0000
265096 0.0000 1.0000
265376 0.0000 1.0000
265922 0.0000 1.0000
266392 0.0000 1.0000
266501 0.0000 1.0000
266597 0.0000 1.0000
266739 0.0000 1.0000
266778 0.0000 1.0000
267017 0.0000 1.0000
267132 0.0000 1.0000
267390 0.0000 1.0000
267660 0.0000 1.0000
268134 0.0000 1.0000
268288 0.0000 1.0000
268308 0.0000 1.0000
268337 0.0000 1.0000
268566 0.0000 1.0000
268661 0.0000 1.0000
268753 0.0000 1.0000
268987 0.0000 1.0000
269143 0.0000 1.0000
269268 0.0000 1.0000
269692 0.0000 1.0000
269876 0.0000 1.0000
270299 0.0000 1.0000
270480 0.0000 1.0000
270628 0.0000 1.0000
270633 0.0000 1.0000
270921 0.0000 1.0000
271292 0.0000 1.0000
272004 0.0000 1.0000
272099 0.0000 1.0000
272229 0.0000 1.0000
272874 0.0000 1.0000
273012 0.0000 1.0000
273546 0.0000 1.0000
273998 0.0000 1.0000
274819 0.0000 1.0000
275194 0.0000 1.0000
275200 0.0000 1.0000
275331 0.0000 1.0000
275506 0.0000 1.0000
275725 0.0000 1.0000
276102 0.0000 1.0000
276305 0.0000 1.0000
276312 0.0000 1.0000
276497 0.0000 1.0000
276807 0.0000 1.0000
276905 0.0000 1.0000
277050 0.0000 1.0000
277111 0.0000 1.0000
277235 0.0000 1.0000
277466 0.0000 1.0000
277495 0.0000 1.0000
277729 0.0000 1.0000
277959 0.0000 1.0000
278070 0.0000 1.0000
280757 0.0000 1.0000
280980 0.0000 1.0000
281063 0.0000 1.0000
281287 0.0000 1.0000
281762 0.0000 1.0000
282180 0.0000 1.0000
282265 0.0000 1.0000
282599 0.0000 1.0000
283002 0.0000 1.0000
288311 0.0000 1.0000
288317 0.0000 1.0000
288433 0.0000 1.0000
288456 0.0000 1.0000
288606 0.0000 1.0000
288792 0.0000 1.0000
289176 0.0000 1.0000
289568 0.0000 1.0000
290383 0.0000 1.0000
290619 0.0000 1.0000
290828 0.0000 1.0000
291066 0.0000 1.0000
291124 0.0000 1.0000
291263 0.0000 1.0000
291783 0.0000 1.0000
292010 0.0000 1.0000
292440 0.0000 1.0000
292550 0.0000 1.0000
292594 0.0000 1.0000
293062 0.0000 1.0000
293069 0.0000 1.0000
293165 0.0000 1.0000
293525 0.0000 1.0000
293561 0.0000 1.0000
294153 0.0000 1.0000
294265 0.0000 1.0000
294326 0.0000 1.0000
294611 0.0000 1.0000
295038 0.0000 1.0000
295107 0.0000 1.0000
295360 0.0000 1.0000
295462 0.0000 1.0000
295569 0.0000 1.0000
295750 0.0000 1.0000
296135 0.0000 1.0000
296644 0.0000 1.0000
297335 0.0000 1.0000
297535 0.0000 1.0000
297701 0.0000 1.0000
297908 0.0000 1.0000
297941 0.0000 1.0000
298063 0.0000 1.0000
298074 0.0000 1.0000
298113 0.0000 1.0000
298130 0.0000 1.0000
298208 0.0000 1.0000
298399 0.0000 1.0000
298450 0.0000 1.0000
298528 0.0000 1.0000
298535 0.0000 1.0000
298675 0.0000 1.0000
299101 0.0000 1.0000
299145 0.0000 1.0000
299261 0.0000 1.0000
299355 0.0000 1.0000
299485 0.0000 1.0000
299849 0.0000 1.0000
299955 0.0000 1.0000
300154 0.0000 1.0000
300316 0.0000 1.0000
300559 0.0000 1.0000
300641 0.0000 1.0000
300688 0.0000 1.0000
300903 0.0000 1.0000
301125 0.0000 1.0000
301180 0.0000 1.0000
301358 0.0000 1.0000
301523 0.0000 1.0000
301552 0.0000 1.0000
301564 0.0000 1.0000
301649 0.0000 1.0000
301865 0.0000 1.0000
301979 0.0000 1.0000
302624 0.0000 1.0000
302901 0.0000 1.0000
302947 0.0000 1.0000
303210 0.0000 1.0000
303271 0.0000 1.0000
303560 0.0000 1.0000
303842 0.0000 1.0000
303949 0.0000 1.0000
303969 0.0000 1.0000
304338 0.0000 1.0000
304699 0.0000 1.0000
304753 0.0000 1.0000
304786 0.0000 1.0000
304795 0.0000 1.0000
304870 0.0000 1.0000
305386 0.0000 1.0000
305912 0.0000 1.0000
306616 0.0000 1.0000
306722 0.0000 1.0000
306842 0.0000 1.0000
306990 0.0000 1.0000
307489 0.0000 1.0000
307638 0.0000 1.0000
307670 0.0000 1.0000
308203 0.0000 1.0000
308475 0.0000 1.0000
308527 0.0000 1.0000
309535 0.0000 1.0000
309972 0.0000 1.0000
310518 0.0000 1.0000
310773 0.0000 1.0000
311233 0.0000 1.0000
311715 0.0000 1.0000
311818 0.0000 1.0000
312205 0.0000 1.0000
312489 0.0000 1.0000
312678 0.0000 1.0000
312824 0.0000 1.0000
313218 0.0000 1.0000
313769 0.0000 1.0000
314053 0.0000 1.0000
314069 0.0000 1.0000
314172 0.0000 1.0000
314245 0.0000 1.0000
314434 0.0000 1.0000
314567 0.0000 1.0000
315514 0.0000 1.0000
315524 0.0000 1.0000
315665 0.0000 1.0000
316310 0.0000 1.0000
316364 0.0000 1.0000
316532 0.0000 1.0000
316682 0.0000 1.0000
316721 0.0000 1.0000
317628 0.0000 1.0000
317795 0.0000 1.0000
317851 0.0000 1.0000
318080 0.0000 1.0000
318572 0.0000 1.0000
319091 0.0000 1.0000
319357 0.0000 1.0000
319467 0.0000 1.0000
319607 0.0000 1.0000
319767 0.0000 1.0000
319899 0.0000 1.0000
320069 0.0000 1.0000
320133 0.0000 1.0000
320463 0.0000 1.0000
320493 0.0000 1.0000
320773 0.0000 1.0000
320786 0.0000 1.0000
320970 0.0000 1.0000
320978 0.0000 1.0000
321068 0.0000 1.0000
321111 0.0000 1.0000
321453 0.0000 1.0000
321530 0.0000 1.0000
321629 0.0000 1.0000
321918 0.0000 1.0000
321945 0.0000 1.0000
322105 0.0000 1.0000
322656 0.0000 1.0000
322883 0.0000 1.0000
323017 0.0000 1.0000
323133 0.0000 1.0000
324264 0.0000 1.0000
324280 0.0000 1.0000
324823 0.0000 1.0000
324958 0.0000 1.0000
324970 0.0000 1.0000
325076 0.0000 1.0000
325845 0.0000 1.0000
326221 0.0000 1.0000
326397 0.0000 1.0000
327717 0.0000 1.0000
327877 0.0000 1.0000
327885 0.0000 1.0000
328066 0.0000 1.0000
328525 0.0000 1.0000
328641 0.0000 1.0000
329400 0.0000 1.0000
329834 0.0000 1.0000
329936 0.0000 1.0000
329942 0.0000 1.0000
329952 0.0000 1.0000
329959 0.0000 1.0000
330063 0.0000 1.0000
330163 0.0000 1.0000
330231 0.0000 1.0000
330259 0.0000 1.0000
330276 0.0000 1.0000
330313 0.0000 1.0000
330451 0.0000 1.0000
330478 0.0000 1.0000
330566 0.0000 1.0000
330633 0.0000 1.0000
330723 0.0000 1.0000
330735 0.0000 1.0000
330900 0.0000 1.0000
330909 0.0000 1.0000
330954 0.0000 1.0000
330959 0.0000 1.0000
330970 0.0000 1.0000
330988 0.0000 1.0000
331014 0.0000 1.0000
331022 0.0000 1.0000
331039 0.0000 1.0000
331071 0.0000 1.0000
331084 0.0000 1.0000
331126 0.0000 1.0000
331153 0.0000 1.0000
331167 0.0000 1.0000
331173 0.0000 1.0000
331218 0.0000 1.0000
331225 0.0000 1.0000
331413 0.0000 1.0000
331419 0.0000 1.0000
331443 0.0000 1.0000
331445 0.0000 1.0000
331450 0.0000 1.0000
331453 0.0000 1.0000
331462 0.0000 1.0000
331477 0.0000 1.0000
331489 0.0000 1.0000
331499 0.0000 1.0000
331513 0.0000 1.0000
331525 0.0000 1.0000
331768 0.0000 1.0000
331794 0.0000 1.0000
331811 0.0000 1.0000
331868 0.0000 1.0000
331914 0.0000 1.0000
332035 0.0000 1.0000
332047 0.0000 1.0000
332061 0.0000 1.0000
332212 0.0000 1.0000
332255 0.0000 1.0000
332285 0.0000 1.0000
332410 0.0000 1.0000
332419 0.0000 1.0000
332469 0.0000 1.0000
332738 0.0000 1.0000
332769 0.0000 1.0000
332864 0.0000 1.0000
333004 0.0000 1.0000
333209 0.0000 1.0000
333214 0.0000 1.0000
333225 0.0000 1.0000
333379 0.0000 1.0000
333422 0.0000 1.0000
333467 0.0000 1.0000
333517 0.0000 1.0000
333576 0.0000 1.0000
333595 0.0000 1.0000
333808 0.0000 1.0000
333813 0.0000 1.0000
333952 0.0000 1.0000
333984 0.0000 1.0000
334001 0.0000 1.0000
334134 0.0000 1.0000
334228 0.0000 1.0000
334304 0.0000 1.0000
334345 0.0000 1.0000
334378 0.0000 1.0000
334432 0.0000 1.0000
334537 0.0000 1.0000
334650 0.0000 1.0000
334690 0.0000 1.0000
334797 0.0000 1.0000
334892 0.0000 1.0000
334899 0.0000 1.0000
335143 0.0000 1.0000
335186 0.0000 1.0000
335319 0.0000 1.0000
335446 0.0000 1.0000
335495 0.0000 1.0000
335518 0.0000 1.0000
335889 0.0000 1.0000
336166 0.0000 1.0000
336773 0.0000 1.0000
336951 0.0000 1.0000
337763 0.0000 1.0000
338001 0.0000 1.0000
338069 0.0000 1.0000
338385 0.0000 1.0000
338470 0.0000 1.0000
338519 0.0000 1.0000
338683 0.0000 1.0000
338953 0.0000 1.0000
339310 0.0000 1.0000
339448 0.0000 1.0000
339464 0.0000 1.0000
339514 0.0000 1.0000
339534 0.0000 1.0000
339561 0.0000 1.0000
340017 0.0000 1.0000
340883 0.0000 1.0000
341065 0.0000 1.0000
341158 0.0000 1.0000
341561 0.0000 1.0000
341692 0.0000 1.0000
341768 0.0000 1.0000
341801 0.0000 1.0000
342453 0.0000 1.0000
342573 0.0000 1.0000
342643 0.0000 1.0000
342664 0.0000 1.0000
343022 0.0000 1.0000
343182 0.0000 1.0000
343239 0.0000 1.0000
343257 0.0000 1.0000
343278 0.0000 1.0000
343405 0.0000 1.0000
343596 0.0000 1.0000
343985 0.0000 1.0000
344054 0.0000 1.0000
344310 0.0000 1.0000
344522 0.0000 1.0000
344563 0.0000 1.0000
344659 0.0000 1.0000
345341 0.0000 1.0000
345347 0.0000 1.0000
345571 0.0000 1.0000
345601 0.0000 1.0000
345872 0.0000 1.0000
346088 0.0000 1.0000
346101 0.0000 1.0000
346108 0.0000 1.0000
346159 0.0000 1.0000
346173 0.0000 1.0000
346231 0.0000 1.0000
346787 0.0000 1.0000
346951 0.0000 1.0000
346992 0.0000 1.0000
347089 0.0000 1.0000
347100 0.0000 1.0000
347482 0.0000 1.0000
347491 0.0000 1.0000
347975 0.0000 1.0000
348089 0.0000 1.0000
348142 0.0000 1.0000
348171 0.0000 1.0000
348239 0.0000 1.0000
348417 0.0000 1.0000
348475 0.0000 1.0000
348561 0.0000 1.0000
348666 0.0000 1.0000
348701 0.0000 1.0000
348708 0.0000 1.0000
348747 0.0000 1.0000
348795 0.0000 1.0000
348832 0.0000 1.0000
348895 0.0000 1.0000
348920 0.0000 1.0000
349033 0.0000 1.0000
349084 0.0000 1.0000
349171 0.0000 1.0000
349249 0.0000 1.0000
349283 0.0000 1.0000
349511 0.0000 1.0000
349543 0.0000 1.0000
349559 0.0000 1.0000
349761 0.0000 1.0000
350147 0.0000 1.0000
350181 0.0000 1.0000
350297 0.0000 1.0000
350463 0.0000 1.0000
350560 0.0000 1.0000
350604 0.0000 1.0000
350748 0.0000 1.0000
351146 0.0000 1.0000
351923 0.0000 1.0000
352252 0.0000 1.0000
352322 0.0000 1.0000
352474 0.0000 1.0000
352497 0.0000 1.0000
352642 0.0000 1.0000
352935 0.0000 1.0000
353698 0.0000 1.0000
353779 0.0000 1.0000
354031 0.0000 1.0000
354096 0.0000 1.0000
354421 0.0000 1.0000
354568 0.0000 1.0000
354650 0.0000 1.0000
354863 0.0000 1.0000
355265 0.0000 1.0000
355501 0.0000 1.0000
355601 0.0000 1.0000
355710 0.0000 1.0000
355859 0.0000 1.0000
356131 0.0000 1.0000
356599 0.0000 1.0000
357122 0.0000 1.0000
357690 0.0000 1.0000
357724 0.0000 1.0000
357897 0.0000 1.0000
358024 0.0000 1.0000
358189 0.0000 1.0000
358389 0.0000 1.0000
358432 0.0000 1.0000
358929 0.0000 1.0000
358968 0.0000 1.0000
358978 0.0000 1.0000
359014 0.0000 1.0000
359456 0.0000 1.0000
359855 0.0000 1.0000
360271 0.0000 1.0000
360398 0.0000 1.0000
360504 0.0000 1.0000
360788 0.0000 1.0000
361374 0.0000 1.0000
361452 0.0000 1.0000
361684 0.0000 1.0000
361899 0.0000 1.0000
362004 0.0000 1.0000
362088 0.0000 1.0000
362288 0.0000 1.0000
363220 0.0000 1.0000
363404 0.0000 1.0000
363441 0.0000 1.0000
363535 0.0000 1.0000
363550 0.0000 1.0000
363649 0.0000 1.0000
363796 0.0000 1.0000
363879 0.0000 1.0000
364012 0.0000 1.0000
364029 0.0000 1.0000
364081 0.0000 1.0000
364240 0.0000 1.0000
364392 0.0000 1.0000
364546 0.0000 1.0000
364702 0.0000 1.0000
364741 0.0000 1.0000
364782 0.0000 1.0000
364827 0.0000 1.0000
364870 0.0000 1.0000
364875 0.0000 1.0000
364887 0.0000 1.0000
364913 0.0000 1.0000
364924 0.0000 1.0000
367739 0.0000 1.0000
367811 0.0000 1.0000
367880 0.0000 1.0000
368013 0.0000 1.0000
368286 0.0000 1.0000
368512 0.0000 1.0000
368671 0.0000 1.0000
368956 0.0000 1.0000
368974 0.0000 1.0000
369428 0.0000 1.0000
369614 0.0000 1.0000
369938 0.0000 1.0000
370162 0.0000 1.0000
370240 0.0000 1.0000
370462 0.0000 1.0000
370474 0.0000 1.0000
370622 0.0000 1.0000
370903 0.0000 1.0000
370999 0.0000 1.0000
371594 0.0000 1.0000
371837 0.0000 1.0000
372068 0.0000 1.0000
372944 0.0000 1.0000
373888 0.0000 1.0000
373960 0.0000 1.0000
374012 0.0000 1.0000
374067 0.0000 1.0000
374093 0.0000 1.0000
374109 0.0000 1.0000
374138 0.0000 1.0000
374144 0.0000 1.0000
374169 0.0000 1.0000
374227 0.0000 1.0000
374260 0.0000 1.0000
374515 0.0000 1.0000
374524 0.0000 1.0000
374530 0.0000 1.0000
374637 0.0000 1.0000
374997 0.0000 1.0000
375155 0.0000 1.0000
375880 0.0000 1.0000
377791 0.0000 1.0000
378537 0.0000 1.0000
379914 0.0000 1.0000
380466 0.0000 1.0000
380840 0.0000 1.0000
383132 0.0000 1.0000
383211 0.0000 1.0000
385463 0.0000 1.0000
385729 0.0000 1.0000
386304 0.0000 1.0000
386397 0.0000 1.0000
386450 0.0000 1.0000
386754 0.0000 1.0000
386795 0.0000 1.0000
386870 0.0000 1.0000
387084 0.0000 1.0000
387105 0.0000 1.0000
387237 0.0000 1.0000
387472 0.0000 1.0000
387645 0.0000 1.0000
387972 0.0000 1.0000
388076 0.0000 1.0000
388081 0.0000 1.0000
388109 0.0000 1.0000
388143 0.0000 1.0000
388166 0.0000 1.0000
388332 0.0000 1.0000
388339 0.0000 1.0000
388370 0.0000 1.0000
388390 0.0000 1.0000
388856 0.0000 1.0000
388948 0.0000 1.0000
389408 0.0000 1.0000
389466 0.0000 1.0000
389683 0.0000 1.0000
390615 0.0000 1.0000
391098 0.0000 1.0000
391125 0.0000 1.0000
391222 0.0000 1.0000
391296 0.0000 1.0000
391309 0.0000 1.0000
391431 0.0000 1.0000
391735 0.0000 1.0000
391985 0.0000 1.0000
392187 0.0000 1.0000
392195 0.0000 1.0000
392273 0.0000 1.0000
392330 0.0000 1.0000
392345 0.0000 1.0000
392352 0.0000 1.0000
392361 0.0000 1.0000
392380 0.0000 1.0000
392438 0.0000 1.0000
393004 0.0000 1.0000
393028 0.0000 1.0000
393036 0.0000 1.0000
393430 0.0000 1.0000
394054 0.0000 1.0000
394367 0.0000 1.0000
395135 0.0000 1.0000
396157 0.0000 1.0000
398921 0.0000 1.0000
402835 0.0000 1.0000
405584 0.0000 1.0000
405614 0.0000 1.0000
406462 0.0000 1.0000
407508 0.0000 1.0000
410370 0.0000 1.0000
410748 0.0000 1.0000
410829 0.0000 1.0000
412522 0.0000 1.0000
414612 0.0000 1.0000
414738 0.0000 1.0000
416445 0.0000 1.0000
417684 0.0000 1.0000
418500 0.0000 1.0000
419361 0.0000 1.0000
420272 0.0000 1.0000
420635 0.0000 1.0000
421183 0.0000 1.0000
424521 0.0000 1.0000
425130 0.0000 1.0000
426830 0.0000 1.0000
428891 0.0000 1.0000
429535 0.0000 1.0000
431332 0.0000 1.0000
431740 0.0000 1.0000
432902 0.0000 1.0000
433231 0.0000 1.0000
434181 0.0000 1.0000
434509 0.0000 1.0000
434588 0.0000 1.0000
434667 0.0000 1.0000
436471 0.0000 1.0000
437983 0.0000 1.0000
438096 0.0000 1.0000
438216 0.0000 1.0000
438923 0.0000 1.0000
445476 0.0000 1.0000
446987 0.0000 1.0000
447328 0.0000 1.0000
450374 0.0000 1.0000
451754 0.0000 1.0000
454712 0.0000 1.0000
456651 0.0000 1.0000
456683 0.0000 1.0000
456896 0.0000 1.0000
457030 0.0000 1.0000
457134 0.0000 1.0000
457236 0.0000 1.0000
457296 0.0000 1.0000
457347 0.0000 1.0000
457369 0.0000 1.0000
457391 0.0000 1.0000
458952 0.0000 1.0000
462060 0.0000 1.0000
462852 0.0000 1.0000
463554 0.0000 1.0000
463566 0.0000 1.0000
464339 0.0000 1.0000
465299 0.0000 1.0000
465675 0.0000 1.0000
466487 0.0000 1.0000
469168 0.0000 1.0000
469380 0.0000 1.0000
469905 0.0000 1.0000
470908 0.0000 1.0000
474275 0.0000 1.0000
474317 0.0000 1.0000
475032 0.0000 1.0000
475069 0.0000 1.0000
475161 0.0000 1.0000
476200 0.0000 1.0000
477250 0.0000 1.0000
477594 0.0000 1.0000
477613 0.0000 1.0000
478765 0.0000 1.0000
479705 0.0000 1.0000
480786 0.0000 1.0000
483594 0.0000 1.0000
484946 0.0000 1.0000
486652 0.0000 1.0000
487344 0.0000 1.0000
487352 0.0000 1.0000
487454 0.0000 1.0000
487962 0.0000 1.0000
489481 0.0000 1.0000
490355 0.0000 1.0000
491083 0.0000 1.0000
491690 0.0000 1.0000
491784 0.0000 1.0000
491869 0.0000 1.0000
492073 0.0000 1.0000
492128 0.0000 1.0000
496164 0.0000 1.0000
496572 0.0000 1.0000
496979 0.0000 1.0000
497071 0.0000 1.0000
497077 0.0000 1.0000
497121 0.0000 1.0000
497190 0.0000 1.0000
497231 0.0000 1.0000
497283 0.0000 1.0000
498679 0.0000 1.0000
499466 0.0000 1.0000
501018 0.0000 1.0000
501053 0.0000 1.0000
501693 0.0000 1.0000
502947 0.0000 1.0000
503898 0.0000 1.0000
505960 0.0000 1.0000
506413 0.0000 1.0000
506539 0.0000 1.0000
506594 0.0000 1.0000
506850 0.0000 1.0000
507498 0.0000 1.0000
507579 0.0000 1.0000
507593 0.0000 1.0000
507671 0.0000 1.0000
507710 0.0000 1.0000
508523 0.0000 1.0000
509144 0.0000 1.0000
509327 0.0000 1.0000
509771 0.0000 1.0000
511483 0.0000 1.0000
512234 0.0000 1.0000
512481 0.0000 1.0000
513588 0.0000 1.0000
513723 0.0000 1.0000
514845 0.0000 1.0000
515372 0.0000 1.0000
518296 0.0000 1.0000
518394 0.0000 1.0000
519111 0.0000 1.0000
520535 0.0000 1.0000
521142 0.0000 1.0000
521220 0.0000 1.0000
521225 0.0000 1.0000
521346 0.0000 1.0000
521406 0.0000 1.0000
521408 0.0000 1.0000
521417 0.0000 1.0000
521538 0.0000 1.0000
521760 0.0000 1.0000
521787 0.0000 1.0000
521937 0.0000 1.0000
521961 0.0000 1.0000
521997 0.0000 1.0000
522025 0.0000 1.0000
522034 0.0000 1.0000
522064 0.0000 1.0000
522115 0.0000 1.0000
522177 0.0000 1.0000
522260 0.0000 1.0000
522464 0.0000 1.0000
522480 0.0000 1.0000
525762 0.0000 1.0000
525793 0.0000 1.0000
525824 0.0000 1.0000
525829 0.0000 1.0000
525834 0.0000 1.0000
525869 0.0000 1.0000
526235 0.0000 1.0000
526443 0.0000 1.0000
526566 0.0000 1.0000
526578 0.0000 1.0000
526593 0.0000 1.0000
527045 0.0000 1.0000
527083 0.0000 1.0000
527121 0.0000 1.0000
527137 0.0000 1.0000
527179 0.0000 1.0000
527335 0.0000 1.0000
527453 0.0000 1.0000
527509 0.0000 1.0000
527601 0.0000 1.0000
527641 0.0000 1.0000
528052 0.0000 1.0000
528077 0.0000 1.0000
528094 0.0000 1.0000
528296 0.0000 1.0000
528700 0.0000 1.0000
528977 0.0000 1.0000
528994 0.0000 1.0000
529397 0.0000 1.0000
529450 0.0000 1.0000
529501 0.0000 1.0000
529562 0.0000 1.0000
529774 0.0000 1.0000
529800 0.0000 1.0000
529806 0.0000 1.0000
529947 0.0000 1.0000
529964 0.0000 1.0000
530127 0.0000 1.0000
530133 0.0000 1.0000
530195 0.0000 1.0000
530232 0.0000 1.0000
530340 0.0000 1.0000
530399 0.0000 1.0000
530565 0.0000 1.0000
530615 0.0000 1.0000
530622 0.0000 1.0000
530629 0.0000 1.0000
530634 0.0000 1.0000
530683 0.0000 1.0000
530696 0.0000 1.0000
530798 0.0000 1.0000
530813 0.0000 1.0000
530883 0.0000 1.0000
530918 0.0000 1.0000
530954 0.0000 1.0000
530971 0.0000 1.0000
530990 0.0000 1.0000
531000 0.0000 1.0000
531078 0.0000 1.0000
531121 0.0000 1.0000
531214 0.0000 1.0000
531376 0.0000 1.0000
531602 0.0000 1.0000
531776 0.0000 1.0000
531840 0.0000 1.0000
531892 0.0000 1.0000
531970 0.0000 1.0000
532233 0.0000 1.0000
532399 0.0000 1.0000
532474 0.0000 1.0000
532508 0.0000 1.0000
532619 0.0000 1.0000
532904 0.0000 1.0000
532908 0.0000 1.0000
532946 0.0000 1.0000
532974 0.0000 1.0000
532976 0.0000 1.0000
533000 0.0000 1.0000
533136 0.0000 1.0000
533241 0.0000 1.0000
533308 0.0000 1.0000
533389 0.0000 1.0000
533575 0.0000 1.0000
533615 0.0000 1.0000
533677 0.0000 1.0000
533799 0.0000 1.0000
533860 0.0000 1.0000
533899 0.0000 1.0000
533924 0.0000 1.0000
533940 0.0000 1.0000
533968 0.0000 1.0000
533977 0.0000 1.0000
533987 0.0000 1.0000
534015 0.0000 1.0000
534061 0.0000 1.0000
534090 0.0000 1.0000
534128 0.0000 1.0000
534159 0.0000 1.0000
534180 0.0000 1.0000
534209 0.0000 1.0000
534424 0.0000 1.0000
534494 0.0000 1.0000
534630 0.0000 1.0000
534655 0.0000 1.0000
534675 0.0000 1.0000
534739 0.0000 1.0000
534987 0.0000 1.0000
534991 0.0000 1.0000
535146 0.0000 1.0000
